GID,tkw,testw,length,width,Hard,Prot,SDS,tkw_scale
375899,52.8,73.2,7.35,3.53,52,16.5,15.5,-0.687537042
375711,41.7,72.8,6.73,3.22,50,16.5,15.5,-0.979853942
190789,42.4,78.1,6.86,2.95,50,16.5,15.5,-1.195245342
373628,45.4,73,7.4,3.15,56,16.4,15.5,-1.395251642
188204,40,74.2,7.37,2.73,51,16.4,15.5,0.204798759
190143,45.9,77.1,6.97,3.2,51,16.4,15.5,-2.241432142
373509,46,76.9,7.16,3.29,52,16.3,15.5,-0.733692342
284176,52.35,74.8,7.115,3.525,46,16.3,15.5,-0.764462542
188969,43.5,77.6,7.31,2.8,60,16.2,15.5,-0.441375442
283641,48,76.3,7.22,3.17,43,16.2,15.5,0.681736859
375698,53.7,71.5,8,3.12,51,16.2,15.5,0.881743159
283970,43,69.6,7.52,2.92,52,16.1,15.5,-1.472177142
375850,49.2,74.2,7.67,2.96,58,16,15.5,-0.795232742
375932,43.3,75,7.2,2.92,57,16,15.5,-0.687537042
283722,51.5,79.6,6.85,3.36,43,16,15.5,-1.933730142
374918,37.1,75.3,6.87,2.83,54,15.9,15.5,-0.702922142
375552,42.1,74.5,6.86,3.14,49,15.9,15.5,-1.918345042
375564,51.9,74.35,7.31,3.25,47,15.9,15.5,-0.533686042
187771,40.4,69,7.39,2.98,62,15.8,15.5,-0.210598941
187954,44.1,74.7,6.97,3.26,57,15.7,15.5,-0.302909541
190005,44,79.9,6.85,3.01,51,15.7,15.5,-1.318326142
375576,40.2,75.1,6.67,3.04,50,15.7,15.5,-0.902928442
283448,44.6,74.2,6.99,3.12,49,15.7,15.5,-2.256817242
374617,43.5,76.6,7.15,3.13,46,15.7,15.5,-0.364449941
284319,45,76.5,7.09,3.01,61,15.6,15.5,0.312494459
187716,34.7,71.4,7.17,2.79,62,15.6,15.5,-1.318326142
188974,40.2,73.5,7.6,2.77,59,15.6,15.5,-0.302909541
2437282,47.8,73.7,7.68,3.05,58,15.6,15.5,-1.072164542
375800,58.05,77.35,7.115,3.66,47,15.6,15.5,-0.841388042
283763,45.3,77,6.97,3.04,51,15.5,15.5,-0.287524441
373627,49.8,77.4,6.93,3.38,49,15.5,15.5,1.035594159
189093,38.3,74.8,7.03,2.86,47,15.4,15.5,1.097134559
374588,44.2,77.2,7.21,3.11,49,15.3,15.5,0.958668659
319284,38.9,70.4,7.15,3.02,49,15.3,15.5,0.220183859
375446,48.1,76,7.12,3.12,48,15.3,15.5,-0.087518141
187844,52,75.3,7.09,3.63,53,15.2,15.5,0.081717959
187527,42.7,71.3,7.1,3.28,52,15.2,15.5,1.127904759
375454,41.9,74.9,6.97,3.08,52,15.2,15.5,0.543270959
375642,43.4,77.4,7.3,2.97,49,15.1,15.5,-0.964468842
375659,61.75,78.25,7.4,3.66,46,15.1,15.5,-0.225984041
189868,51.3,78.5,7.28,3.14,52,15,15.5,-0.395220141
284067,52.5,77.3,7.24,3.22,48,15,15.5,-0.502915842
187526,50.2,73.9,7.45,3.23,60,14.9,15.5,0.020177559
283670,51.3,76.7,7.03,3.34,54,14.9,15.5,-0.179828741
373621,42,77.8,6.53,3.12,58,14.7,15.5,1.004823959
375498,51.4,77.7,7.19,3.26,43,14.7,15.5,0.727892159
375539,42.4,76.9,6.64,3.19,43,14.6,15.5,0.727892159
375621,57.8,74.1,7.36,3.47,52,14.5,15.5,-1.241400642
375950,48.7,76.4,7.6,3.02,58,14.3,15.5,-0.441375442
187976,43.7,78.1,6.71,3.19,48,14.2,15.5,1.266370659
187957,51.5,74,7.61,3.18,53,13.9,15.5,-0.364449941
190810,46.8,77.8,7.32,2.99,53,13.4,15.5,-0.779847642
374186,37.6,72.5,6.57,3.11,50,18.9,16,1.266370659
374165,40.6,73.1,7.3,2.73,62,18.6,16,-1.256785742
187951,37.2,72,6.9,2.8,59,18.2,16,0.927898459
373649,41.5,73.1,6.9,2.94,53,18,16,-0.733692342
373468,46.9,74.3,7.12,3.27,49,18,16,0.697121959
283796,44.3,75.9,7.08,3.11,53,17.8,16,0.497115659
375383,38.4,69.7,6.78,2.86,51,17.7,16,1.281755759
373760,44.4,73,6.79,3.34,49,17.7,16,-0.841388042
189254,37.9,68.9,7.08,2.92,63,17.5,16,-1.456792042
190141,34.7,69.7,6.98,2.68,57,17.5,16,-0.195213841
283456,43.9,76.4,6.96,3.14,52,17.5,16,-1.687568542
375975,38.5,71.4,7.21,2.83,58,17.4,16,-0.056747941
188768,38.6,72.1,7.03,2.69,57,17.3,16,-0.318294641
283839,35.8,73.1,6.53,2.92,46,17.2,16,-0.395220141
187914,32.5,77.4,5.91,2.79,53,17.2,16,2.58948926
374745,36.5,72.6,7.33,2.72,58,17.1,16,-1.010624142
373674,43.7,66,7.36,3.11,58,16.9,16,0.758662359
374484,38.5,75.8,7.28,2.74,54,16.9,16,0.235568959
190068,39.1,76.3,6.86,2.83,53,16.9,16,0.927898459
187696,40.4,69.7,7.28,2.99,59,16.8,16,-1.533717542
374658,45.4,74.3,7.19,3.32,49,16.8,16,-1.241400642
190708,47.4,76.5,7.25,3,52,16.7,16,-0.595226442
374599,43.6,75,7.49,2.96,47,16.7,16,-0.826002942
188998,38.4,76.6,6.7,2.84,62,16.6,16,0.220183859
190797,46.2,73.2,7.42,3.23,47,16.6,16,0.604811359
2436902,43.1,74.3,6.92,3.3,46,16.6,16,0.927898459
190806,38.6,74.6,7.19,2.71,58,16.5,16,-1.287555942
188482,34,70.5,6.48,2.9,57,16.5,16,-1.995270542
189958,43.5,71.7,7.7,2.91,49,16.5,16,-0.518300942
373759,45,79.1,6.76,3.05,57,16.4,16,-0.964468842
187928,43.9,72.4,7.36,3.11,54,16.4,16,-0.087518141
2437308,46.7,74.7,6.87,3.15,52,16.4,16,-1.902959942
190800,42.3,72.3,7.03,3.1,52,16.4,16,-0.149058541
373522,51.4,77.4,7.345,3.24,51,16.4,16,-0.041362841
189957,46.5,75.2,7.23,3.2,47,16.4,16,-0.318294641
374600,49.6,76.4,7.53,3.14,46,16.4,16,-1.718338742
189050,37.4,73,6.89,2.81,57,16.2,16,-1.164475142
375641,45.7,74.9,6.62,3.36,54,16.2,16,-1.164475142
190796,39.2,69.1,7.27,2.8,52,16.1,16,-1.241400642
375905,47,75.8,7.49,3.08,49,16.1,16,0.435575259
319283,36.5,73.9,6.06,3.03,46,16.1,16,-0.149058541
190731,44.5,78,6.96,3.02,43,16.1,16,1.281755759
284371,49.3,71.3,7.47,3.25,57,16,16,0.420190159
284280,47.5,71.9,7.32,3.05,62,15.9,16,-0.241369141
188536,45.9,73.1,7.09,3.12,57,15.9,16,-0.702922142
375775,41.5,73,7.29,2.97,50,15.9,16,-0.395220141
374331,49.9,75.5,7.54,3.05,60,15.9,16,-0.702922142
284165,49.6,75.5,7.13,3.34,49,15.9,16,-0.795232742
283359,50.6,74.7,7.84,3.13,43,15.8,16,-1.010624142
284357,45.8,72.2,7.5,3.14,54,15.8,16,2.54333396
374147,37.4,75.3,6.98,2.81,53,15.8,16,0.543270959
2437415,46.5,77.3,6.86,3.29,46,15.8,16,2.035625659
374517,39.5,75.5,6.8,3.02,56,15.7,16,0.450960359
188155,50,76.5,7.42,3.16,54,15.7,16,0.866358059
373615,39.6,78.8,6.18,3.02,49,15.7,16,-0.272139341
190817,48.8,78.1,6.89,3.45,48,15.7,16,-1.472177142
284322,51.8,75.7,7.41,3.23,58,15.6,16,-1.379866542
3646845,43.9,77,7.24,2.86,57,15.6,16,-0.718307242
283782,47.2,75.8,7.36,3.16,52,15.6,16,-1.502947342
190782,39.1,75.7,7.01,2.96,52,15.6,16,0.450960359
188454,46.9,74.5,7.04,3.38,54,15.5,16,-0.179828741
375956,51.1,77.6,7.7,3.01,54,15.5,16,-0.749077442
2437252,48.8,72.2,7.47,3.29,49,15.5,16,-1.641413242
284245,54.15,74.2,7.645,3.195,49,15.5,16,-1.241400642
190085,48.8,73.9,7.46,3.14,47,15.5,16,-0.133673441
284025,37.45,81.15,6.18,3.045,42,15.5,16,-1.195245342
189193,38.1,74.9,6.74,2.95,62,15.4,16,-1.487562242
188319,48.5,77.4,6.94,3.32,53,15.4,16,-0.779847642
188423,42.8,76.4,7.03,3.09,52,15.4,16,-1.164475142
283803,37,73.8,7.19,2.87,50,15.4,16,-0.625996642
375230,44.5,76.2,7.11,3.14,48,15.4,16,-0.472145642
375694,51.5,75.5,7.42,3.33,49,15.4,16,1.327911059
284272,42.5,70.7,7.15,3.06,51,15.3,16,-0.395220141
376012,40.7,69.7,7.14,3.02,56,15.3,16,0.297109359
375724,39.5,71.3,7.13,2.95,58,15.2,16,1.343296159
375816,57.5,75.75,7.135,3.65,50,15.2,16,1.435606759
189744,44.2,78.5,6.84,3.11,46,15.2,16,-1.010624142
373467,47.3,79.3,6.69,3.13,53,15.1,16,-0.179828741
283104,34.9,74.3,6.5,3,56,15.1,16,0.589426259
187574,43.2,73.9,7.08,2.93,52,15.1,16,-1.918345042
2437408,43.2,75.1,6.92,3.17,53,15,16,-0.826002942
374759,57.7,78.65,7.895,3.16,53,15,16,-1.733723842
190816,47.5,72.6,7.47,3.09,54,14.9,16,0.312494459
284002,41.3,77.6,6.6,3.16,43,14.9,16,-1.010624142
373716,44.7,75.4,7.41,3.02,54,14.9,16,0.743277259
189268,48.7,77.7,7.22,3.18,62,14.8,16,0.050947759
190006,40.6,77,6.86,2.98,53,14.8,16,0.143258359
188254,51.2,70.1,7.64,3.29,49,14.8,16,-0.841388042
189223,36,74.9,6.45,3.01,54,14.7,16,1.543302459
375799,54.3,71.9,7.46,3.53,47,14.7,16,-0.826002942
375830,57.05,76.3,7.55,3.405,48,14.5,16,-0.749077442
375596,47.7,74.2,7.23,3.14,47,14.5,16,0.266339159
283707,44.3,72,7.32,3.05,49,14.4,16,-0.964468842
373485,49,78.7,6.54,3.39,52,14.4,16,-0.902928442
188312,39.2,75.8,6.65,2.82,51,14.3,16,1.604842859
187895,45.4,78.6,7.05,3.09,50,14.3,16,-0.149058541
375794,38.9,78.2,6.25,3.14,46,14.2,16,-0.533686042
375013,50.4,77.9,7.06,3.38,41,14.2,16,-0.441375442
187548,53.5,73.6,7.42,3.43,58,13.8,16,1.204830259
188365,43.6,76,6.61,3.05,56,13.2,16,-0.564456242
373642,38.55,68.4,7.24,2.98,59,18.1,16.5,1.389451459
190139,34.6,70.7,6.97,2.71,57,17.7,16.5,1.697153459
187853,38.5,72.3,7.14,2.94,50,17.7,16.5,0.481730559
187880,38.4,65.7,7.48,2.79,60,17.6,16.5,-2.026040742
283815,42.8,70.7,7.6,2.93,52,17.5,16.5,-1.256785742
283741,38.6,74.7,6.81,2.93,48,17.5,16.5,-1.826034442
283721,47.3,78.3,6.72,3.27,48,17.2,16.5,0.066332859
373635,45.6,76.4,6.73,3.32,46,17.2,16.5,-1.072164542
375871,50.7,73.7,7.55,3,54,17.2,16.5,0.297109359
373575,48.5,76.1,7.39,3.17,47,16.9,16.5,-0.518300942
373782,36.3,77.6,6.5,2.79,54,16.8,16.5,0.543270959
374103,47.5,76.2,6.96,3.29,50,16.7,16.5,2.63564456
373623,40.7,76.4,6.67,3,50,16.7,16.5,-0.564456242
375456,45.6,72.7,7.17,3.08,51,16.6,16.5,-0.318294641
189961,48.9,73.2,7.39,3.26,52,16.6,16.5,-0.533686042
2437287,46.4,71.5,7.43,3.23,50,16.5,16.5,1.974085259
374017,57.2,78,7.13,3.47,48,16.5,16.5,-1.764494042
375681,49.6,74.6,7.59,3.16,47,16.5,16.5,-1.533717542
375373,36.7,70.8,6.89,3.03,47,16.4,16.5,2.49717866
2437266,38.6,73.6,7.24,2.91,56,16.4,16.5,-0.779847642
283231,39.1,76,6.79,2.93,57,16.3,16.5,-0.779847642
375820,37,69.4,6.94,2.87,54,16.3,16.5,-0.826002942
187766,50.1,74.4,6.96,3.48,52,16.2,16.5,-0.318294641
375678,51.05,75.5,7.395,3.285,46,16.2,16.5,0.050947759
283769,40.2,74.1,7.11,2.81,49,16.2,16.5,0.004792459
317891,45.6,74.3,7.68,3.03,46,16.2,16.5,0.004792459
283801,44.1,75.3,7.19,3.1,46,16.1,16.5,-1.195245342
375392,48.1,74.3,7.29,3.19,58,16,16.5,-0.349064841
374527,51.8,75.7,7.59,3.16,53,16,16.5,0.081717959
190707,39.6,79.3,6.66,2.91,50,16,16.5,-0.702922142
188429,61.65,68.3,8.12,3.48,48,16,16.5,-1.041394342
375444,45.7,75,7.06,3.05,47,16,16.5,-0.672151942
375696,53.7,78.6,7.05,3.37,51,15.9,16.5,-0.872158242
375857,49.7,75.4,7.6,3.12,48,15.7,16.5,0.481730559
374655,51.5,76.3,7.49,3.26,47,15.7,16.5,-1.549102642
188197,46.5,74.4,7.44,3.12,47,15.7,16.5,-0.472145642
336481,42.5,76.8,6.71,3.21,46,15.7,16.5,0.066332859
283753,51.25,77.55,7.39,3.16,43,15.7,16.5,0.035562659
283325,52,74.7,7.72,3.13,58,15.6,16.5,-1.241400642
375417,40.8,73.4,6.92,3.01,49,15.5,16.5,-0.564456242
188051,49.6,73.5,6.99,3.43,54,15.4,16.5,-1.272170842
374377,43,78.1,6.79,3.08,57,15.4,16.5,0.481730559
375726,33.25,67.15,7.005,2.74,60,15.3,16.5,-0.287524441
374515,42,75.4,7.1,3.06,51,15.3,16.5,-0.841388042
375527,48.2,72.7,7.44,3.14,50,15.3,16.5,-0.149058541
283138,52.6,76.8,7.33,3.37,48,15.3,16.5,-0.272139341
283089,37.9,77.5,6.03,2.98,49,15.2,16.5,-0.979853942
375404,45.4,74.4,6.95,3.25,43,15.2,16.5,-0.118288341
187956,46.9,76.1,7.06,3.2,53,15.1,16.5,-0.149058541
283160,47.7,75,7.6,3.02,51,15.1,16.5,-0.779847642
374530,46,76.5,7.55,2.98,49,15.1,16.5,-0.533686042
187816,53.8,76.3,7.2,3.48,55,15,16.5,0.081717959
375661,55.1,77.4,7.29,3.52,49,15,16.5,-0.564456242
374611,46.9,78.3,7.11,3.28,48,15,16.5,-0.272139341
374688,50.2,75.6,7.43,3.14,48,15,16.5,0.281724259
187654,37.9,80,6.02,3.17,58,14.9,16.5,-1.133704942
374607,47.7,69.4,7.19,3.34,57,14.8,16.5,-0.887543342
376047,41.7,70.3,7.2,3.08,59,14.8,16.5,-0.595226442
374024,47,78.6,6.69,3.34,49,14.8,16.5,-0.887543342
374608,40.1,73.7,7.08,3,54,14.7,16.5,-1.364481442
188759,47.7,76.2,7.15,3.18,49,14.6,16.5,0.066332859
283846,48.6,76.5,7.02,3.33,47,14.6,16.5,0.466345459
187822,53,73.2,7.44,3.42,61,14.5,16.5,-0.610611542
188792,52.5,74.2,7.28,3.29,58,14.5,16.5,-0.149058541
284120,53.8,75.6,7.68,3.35,48,14.5,16.5,-1.072164542
375662,49.2,77.5,7.52,3.05,58,14.4,16.5,-0.441375442
375739,42.2,75.4,6.53,3.28,54,14.3,16.5,0.497115659
375577,46.2,74.5,7.14,3.16,43,14.3,16.5,0.666351759
188259,36.8,76.8,6.62,2.82,58,14.2,16.5,-0.041362841
283676,37,77.3,6.42,2.85,50,14.2,16.5,0.804817659
376050,34.7,79.3,6.12,2.93,52,14.1,16.5,-0.964468842
375744,38.3,81.9,5.98,3.11,46,14,16.5,-1.041394342
2437409,57.8,75.8,7.41,3.46,54,13.4,16.5,0.281724259
375977,37.15,64.05,7.44,2.865,58,19,17,-0.610611542
375505,36.15,68.35,7.26,2.715,58,18.7,17,0.081717959
283615,48.2,76.8,7.18,3.14,51,17.8,17,-0.533686042
283892,36.7,74.5,7.08,2.89,52,17.3,17,-0.933698642
374004,41.2,75.4,7.07,3.09,52,17.1,17,-0.595226442
375519,46.4,75,7.07,2.98,49,17,17,-0.933698642
375475,40.9,77.2,6.98,2.87,50,16.9,17,-0.718307242
374361,42.3,75.4,7.16,3.06,53,16.9,17,-0.549071142
187974,43.9,73.3,7.18,3.21,55,16.8,17,0.589426259
374567,48.3,79.9,6.81,3.13,43,16.8,17,0.020177559
188777,38.7,75.8,6.69,2.83,60,16.6,17,0.189413659
187758,43.3,75.3,6.7,3.24,56,16.4,17,-0.610611542
374239,46.3,76.9,7.31,3.02,51,16.4,17,-0.149058541
284145,45.9,71.6,7.55,3.17,46,16.4,17,-1.302941042
188076,40.4,71.9,7.45,2.88,54,16.4,17,-0.872158242
375838,35.8,72.4,6.85,2.71,56,16.3,17,-0.349064841
283967,35.9,69.35,7.075,2.74,57,16.1,17,-0.779847642
375957,48,78.4,7.32,3.03,56,16.1,17,-0.964468842
374612,50.2,76.2,7.35,3.27,43,16.1,17,-0.872158242
187979,44.3,70,7.54,3.05,62,16,17,0.466345459
188398,41.3,76,7.07,3.01,57,16,17,-1.564487742
188153,48.8,74.6,7.21,3.26,54,16,17,0.589426259
283781,42.5,77.9,6.78,3.08,54,16,17,-0.687537042
283194,34.2,76.8,5.77,2.76,53,16,17,-1.379866542
190780,40.9,73,7.15,3.02,52,16,17,0.681736859
284336,49.2,73.8,7.14,3.46,51,16,17,-0.702922142
375521,44.8,77.1,6.88,2.99,49,16,17,0.835587859
375006,47.2,76.7,6.74,3.44,41,16,17,-0.779847642
375859,50.8,75.4,7.64,3.15,48,15.9,17,-0.702922142
283732,43.3,78.1,6.6,2.97,46,15.9,17,-1.102934742
283950,50.75,68.7,7.97,2.99,51,15.9,17,-0.625996642
375625,47,72.9,7.54,3.11,50,15.9,17,1.327911059
374643,47.1,74.7,7.62,3.08,50,15.9,17,0.497115659
189224,43.2,74.5,7.56,2.75,61,15.8,17,-1.472177142
374663,41.4,76,6.93,3.06,58,15.8,17,-1.395251642
283127,43.4,75.7,7.46,2.84,56,15.8,17,-1.564487742
188669,41.1,73.1,7.52,2.88,52,15.8,17,0.020177559
318549,41.5,78.8,6.34,3.21,46,15.8,17,-0.287524441
283311,44.2,72,7.24,3.09,58,15.7,17,0.404805059
283235,44,74.7,7.18,3.23,52,15.7,17,-0.595226442
187733,44.4,76.3,6.95,3.23,53,15.6,17,-0.625996642
375693,45.15,68.85,7.515,3.135,53,15.6,17,-0.410605241
188923,41.5,78.6,6.88,3.02,51,15.6,17,0.912513359
375370,46.2,72.9,7.12,3.08,50,15.6,17,-0.902928442
376048,44.6,74.2,7.02,3.27,58,15.5,17,0.066332859
188702,51.6,75.8,7.17,3.4,55,15.5,17,2.266402159
284224,52.2,76.9,7.73,3.23,46,15.5,17,-1.133704942
187796,38.7,78.5,6.7,2.95,60,15.4,17,-2.041425842
373694,55.05,73.5,7.515,3.39,56,15.4,17,0.127873259
283054,47.5,77,6.73,3.43,42,15.4,17,-0.441375442
375449,41.9,73.5,7.26,2.99,51,15.4,17,1.943315059
374535,44.5,76.8,7.04,3.19,50,15.3,17,-0.841388042
375608,47.4,74.3,7.09,3.27,49,15.3,17,-1.256785742
375504,40.9,73,7.27,2.89,59,15.2,17,0.604811359
187536,46.7,72.5,7.41,3.05,54,15.2,17,0.758662359
283623,51.1,77.1,6.89,3.39,41,15.2,17,-1.318326142
375545,50.6,76.4,7.4,3.28,47,15.1,17,-1.102934742
188501,45.7,76.5,7.02,3.07,58,15,17,-0.533686042
188154,52.4,74.3,7.23,3.34,60,14.9,17,-1.533717542
188083,50.2,78.3,7.5,3.03,57,14.9,17,-1.118319842
187655,51.1,75.9,6.98,3.56,50,14.9,17,-0.749077442
283667,52.8,76.9,7.03,3.35,53,14.9,17,0.235568959
375626,42.9,79.1,6.87,3.05,52,14.8,17,-0.964468842
374110,46.5,76,7.23,3.15,57,14.7,17,-1.687568542
188157,49.1,73.8,7.15,3.32,60,14.5,17,-1.549102642
188249,47.8,76.6,7.04,3.21,56,14.5,17,-0.764462542
188373,38.1,80.75,6.045,3.08,47,14.4,17,-2.072196042
187567,54.4,74.6,7.73,3.34,54,14.2,17,-1.902959942
375710,54.7,75.5,7.52,3.25,48,14.1,17,-1.379866542
374622,41,76.2,6.26,3.25,50,13.8,17,0.020177559
187469,40.5,75.7,6.79,2.9,56,13.4,17,0.112488159
189625,32,71.7,6.6,2.68,50,18.1,17.5,0.650966659
283199,41.7,76.2,6.62,2.91,47,17.9,17.5,-1.102934742
187877,32.6,67.1,6.94,2.68,63,17.6,17.5,1.081749459
188898,40.2,76.2,7.11,2.93,60,17.5,17.5,-1.041394342
187515,37.3,71,6.83,3.14,53,17.5,17.5,-0.872158242
189889,40.1,77.9,6.76,2.93,54,17.4,17.5,-0.118288341
283125,32.8,67.35,7.04,2.825,56,17.4,17.5,0.250954059
374591,39.6,72.4,7.3,2.95,53,17.3,17.5,-0.779847642
190092,40.8,75.4,6.57,3.23,49,17.3,17.5,-0.533686042
375410,34.6,70.1,7.1,2.75,52,17.2,17.5,-0.318294641
188137,38,71.3,6.49,3.1,51,17.1,17.5,0.712507059
374553,45.8,74.5,7.56,3.1,49,17.1,17.5,-0.318294641
283768,44,76.9,6.9,2.99,47,17.1,17.5,-0.995239042
374914,46.4,77.7,7.02,3.14,57,17,17.5,-1.164475142
283300,36.5,70.7,6.79,2.85,52,17,17.5,-0.056747941
376023,51.1,72.4,7.44,3.07,47,16.9,17.5,-0.564456242
189049,39.4,76.3,6.92,2.81,56,16.8,17.5,0.127873259
187717,50.2,73.9,7.71,3.16,58,16.6,17.5,-0.533686042
375923,53.45,75.2,7.445,3.1,58,16.5,17.5,-0.364449941
190100,40.2,76.8,6.76,2.95,54,16.5,17.5,-0.533686042
374385,37.4,73.9,6.99,2.82,53,16.5,17.5,-0.656766842
284192,55,73.9,7.41,3.47,57,16.4,17.5,-0.995239042
375447,46.8,76.3,7.21,3.12,50,16.4,17.5,1.035594159
188227,36.7,72.8,6.73,3.05,60,16.3,17.5,0.912513359
188035,40.5,69,7.66,2.93,53,16.3,17.5,0.958668659
375274,50.6,74.6,7.3,3.04,48,16.3,17.5,1.112519659
188001,41.1,73.2,7.17,3.02,56,16.2,17.5,-0.672151942
375315,48.3,77.2,6.95,3.11,49,16.2,17.5,-1.564487742
187535,49.7,76.7,7.74,2.98,53,16.2,17.5,-0.641381742
189947,42.7,75.7,7.07,3.05,49,16.2,17.5,-0.379835041
374536,47.9,76.3,7.4,3.01,56,16.1,17.5,-2.195276842
190007,38,75,6.85,2.89,56,16.1,17.5,-1.472177142
376040,50.2,73,7.06,3.48,49,16.1,17.5,-0.056747941
187563,41.4,69.4,7.57,2.94,49,16.1,17.5,-0.287524441
190076,52.15,78.8,7.445,3.08,59,16,17.5,-1.302941042
374706,44.9,71.9,7.6,3.02,52,16,17.5,-0.841388042
375810,42.75,67.05,7.66,3.005,52,16,17.5,-0.118288341
374598,41.4,75.9,6.99,3.04,48,16,17.5,-1.995270542
187795,39.3,75,6.87,3.09,53,15.8,17.5,-0.826002942
187757,32,76,6.12,2.83,50,15.8,17.5,-1.364481442
284190,57.2,76.4,7.12,3.635,48,15.8,17.5,-0.733692342
336485,39.1,78.7,6.3,3.12,48,15.7,17.5,-0.210598941
189289,35.4,73.6,6.58,2.91,65,15.6,17.5,0.004792459
187564,52.7,74.3,7.22,3.42,59,15.6,17.5,-1.702953642
187663,50.3,75.5,7.66,3.19,54,15.6,17.5,-0.179828741
188037,43.5,73.9,7.39,2.95,54,15.6,17.5,-0.149058541
284335,61.8,78.3,7.88,3.33,58,15.5,17.5,-0.672151942
189340,42.4,72,7.08,3.05,54,15.5,17.5,-1.333711242
375780,51.4,74.4,7.58,3.25,46,15.5,17.5,-1.549102642
187686,32.1,76,6.02,3.03,62,15.4,17.5,-0.518300942
189864,42.9,77.3,6.8,3.04,53,15.4,17.5,0.281724259
283313,41.3,71.5,7.3,3.01,51,15.4,17.5,-1.441406942
189913,46.9,79.4,7.06,3.07,54,15.3,17.5,-1.195245342
190799,52.1,75.9,7.31,3.42,51,15.3,17.5,-1.502947342
374614,51.45,76.6,7.49,3.175,47,15.3,17.5,-2.272202342
187658,39,70.3,7.26,2.59,58,15.2,17.5,-0.210598941
187866,39.9,74.6,6.89,3.11,54,15.2,17.5,0.020177559
375411,37.6,74,6.84,2.92,53,15.2,17.5,-0.041362841
374624,56.85,75.55,7.595,3.385,42,15.2,17.5,-2.041425842
189809,39.9,78,6.74,3.01,54,15.1,17.5,-0.933698642
187824,45.1,75.5,7.03,3.22,52,15.1,17.5,-0.195213841
374531,43.2,76.5,7.02,3.12,50,15.1,17.5,-1.133704942
374988,49.3,78.6,6.77,3.49,40,15.1,17.5,-1.164475142
189280,34.9,73.9,6.94,2.74,63,15,17.5,-0.487530742
187787,45.4,75.6,7.26,3.02,58,15,17.5,-0.210598941
375499,40.9,74.3,6.85,3.01,47,15,17.5,-0.518300942
187786,46.5,76.6,7.3,3.1,55,14.9,17.5,-0.718307242
187665,39.2,72.5,6.99,3.06,55,14.9,17.5,0.143258359
188765,44,75.4,6.74,3.19,49,14.9,17.5,-0.902928442
283655,53.3,77.7,6.95,3.48,43,14.8,17.5,-1.133704942
375389,47.3,76.9,6.82,3.07,46,14.7,17.5,-0.656766842
188383,47.6,78.3,6.79,3.31,51,14.6,17.5,-0.410605241
187645,51.7,77.8,7.25,3.41,50,14.6,17.5,2.097166059
283447,48.4,78.5,6.97,3.31,46,14.6,17.5,1.050979259
373799,35,75.3,6.59,2.74,53,14,17.5,0.020177559
188269,38.3,75.9,6.65,2.85,63,13.9,17.5,-0.702922142
283825,40.1,75.7,7.07,2.98,51,19.4,18,0.050947759
375310,35.7,70.2,6.78,2.89,59,18.7,18,0.004792459
373626,44.2,72.8,6.93,3.36,50,18.4,18,-1.056779442
283790,38.9,76.6,6.77,2.91,54,18.4,18,-0.472145642
2437048,43.8,71.5,7.7,2.95,53,18.2,18,-0.441375442
187589,60.3,76.1,7.74,3.42,52,18.1,18,-1.441406942
375549,37.5,73.1,6.8,2.95,52,18.1,18,0.250954059
283179,45.8,77.3,7.36,2.95,58,18,18,1.081749459
375502,39.4,71,7,2.84,53,18,18,1.989470359
375796,30.7,62.2,7.01,2.86,59,17.9,18,-0.087518141
375933,42.1,69.7,7.25,3.21,54,17.8,18,0.666351759
375335,34.8,70.6,6.76,2.7,53,17.8,18,-0.887543342
283723,43.7,75.4,7.42,2.99,50,17.6,18,-0.241369141
375395,42.4,71.7,7.27,3.05,48,17.6,18,0.174028559
375455,42.2,72,7.1,3.08,48,17.6,18,-1.133704942
189390,40.5,76.4,6.9,2.99,59,17.5,18,2.220246859
375815,42.6,70.8,7.47,3.11,48,17.5,18,0.389419959
375778,43.7,72.2,7.02,3.17,51,17.3,18,0.450960359
374683,34.3,70.4,6.92,2.85,54,17.2,18,-0.241369141
188449,38.7,75.2,7.03,2.88,60,17.1,18,-1.195245342
374374,42.9,75.1,7.19,2.96,56,17.1,18,-0.841388042
188999,36.1,72.4,7.48,2.66,61,17,18,0.666351759
187935,39.4,72.7,7.04,2.98,60,17,18,-1.779879142
283599,35.4,72.2,7,2.84,50,17,18,-1.472177142
187941,46.6,74.1,7.25,3.31,53,16.9,18,-1.133704942
283107,42.2,76.6,6.93,3.06,48,16.9,18,-0.764462542
188563,34.5,72.1,6.93,2.71,61,16.8,18,-0.964468842
188040,39.7,73.4,6.94,3.02,54,16.8,18,0.035562659
188577,36.8,77.4,6.94,2.69,50,16.8,18,0.620196459
189244,42.8,73.7,7.22,3.07,54,16.6,18,1.020209059
190791,40.8,74.3,7.27,2.92,54,16.6,18,0.604811359
2437249,46.9,69.6,7.58,3.34,53,16.6,18,-0.179828741
187938,43,71.6,7.2,2.99,51,16.6,18,-0.441375442
188996,38.4,74.7,6.89,2.94,60,16.5,18,-0.564456242
190458,41.2,77.3,6.68,3.12,53,16.5,18,-0.179828741
189239,41.5,75.8,7.51,2.75,52,16.5,18,-0.625996642
373690,57.75,76.2,7.76,3.385,49,16.5,18,0.004792459
283130,45.6,76.2,6.97,3.28,49,16.5,18,-1.395251642
